"track_id","track_name","artist_name","album_name","album_release_year","album_release_date_precision","album_type","album_release_date","track_number","explicit","type","disc_number","time_signature","tempo","duration_ms","key_name","mode_name","key_mode","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","Position","Year","Top_100"
"4XCvXkbtuPLs4bjDPpJvQW","'65 Love Affair","Paul Davis","Cool Night",1981,"year","album","1981",6,FALSE,"track",1,4,154.549,233800,"A","minor","A minor",0.654,0.764,9,-4.046,0,0.0289,0.558,0,0.204,0.88,"39",1982,"Yes"
"3kGMziz884MLV1oCwrarmN","'Til You Do Me Right","After 7","Reflections",1995,"day","album","1995-01-01",1,FALSE,"track",1,4,76.794,295000,"D","minor","D minor",0.663,0.462,2,-8.784,0,0.0252,0.306,0,0.0687,0.431,"88",1995,"Yes"
"2gZLRMUcOjVsolA9xoVVNF","(At Your Best) You Are Love","Aaliyah","I Care 4 U",2002,"year","album","2002",13,FALSE,"track",1,4,78.086,289459,"A","minor","A minor",0.623,0.475,9,-9.071,0,0.0313,0.7,0.0135,0.0819,0.517,"70",1994,"Yes"
"0b7qiL1rLbUUpGXczt7p5T","(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","B.J. Thomas","Reunion",1975,"day","album","1975-01-01",1,FALSE,"track",1,4,124.806,206066,"E","major","E major",0.637,0.528,4,-11.287,1,0.0328,0.744,0,0.114,0.702,"18",1975,"Yes"
"43rNhLXPrpaFqTMyJFNXdE","(I Don't Know Why) But I Do","Clarence ""Frogman"" Henry","Ain't Got No Home",2013,"day","album","2013-11-25",3,FALSE,"track",1,4,109.801,141245,"A#","major","A# major",0.669,0.519,10,-6.854,1,0.0269,0.584,0,0.157,0.81,"43",1961,"Yes"
"4ByEFOBuLXpCqvO1kw8Wdm","(I Just) Died In Your Arms","Cutting Crew","Broadcast",1986,"day","album","1986-01-01",6,FALSE,"track",1,4,124.945,280400,"B","minor","B minor",0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,"32",1987,"Yes"
"2jmIP4aF4e0mzzNqTZ0onh","(I Know) I'm Losing You","Rare Earth","Get Ready",2013,"day","album","2013-05-23",3,FALSE,"track",1,4,99.723,217881,"F#","minor","F# minor",0.539,0.717,6,-8.518,0,0.0534,0.391,2.15e-06,0.251,0.732,"55",1970,"Yes"
"7qQeJDee63vsZX369hGJ0F","(If Loving You Is Wrong) I Don't Want to Be Right","Luther Ingram","Luther Ingram Refreshed",2013,"day","album","2013-11-18",1,FALSE,"track",1,4,140.474,216800,"E","minor","E minor",0.502,0.451,4,-7.423,0,0.0438,0.283,0,0.154,0.531,"16",1972,"Yes"
"4P23OJCIsurEe5wyarTfZU","(Just Like) Starting Over","John Lennon","Double Fantasy Stripped Down",2010,"day","album","2010-10-01",1,FALSE,"track",1,4,102.196,264466,"A","major","A major",0.565,0.778,9,-5.868,1,0.0814,0.161,0.000144,0.277,0.307,"4",1981,"Yes"
"023eULVQnnwQo7d4mabizk","(Last Night) I Didn't Get to Sleep at All","The 5th Dimension","The Very Best Of",1999,"day","album","1999-06-11",6,FALSE,"track",1,4,105.247,189666,"F","minor","F minor",0.665,0.566,5,-10.324,0,0.0278,0.456,0.00128,0.106,0.591,"31",1972,"Yes"
"5WdF8jm3hBNi1t9qlqdjsE","(Love Is) Thicker Than Water","Andy Gibb","Flowing Rivers",1977,"day","album","1977-09-09",6,FALSE,"track",1,4,96.479,255960,"F#","minor","F# minor",0.586,0.463,6,-9.929,0,0.0252,0.129,7.08e-05,0.0757,0.551,"8",1978,"Yes"
"4Buj7X6JIzyrWMGIx1tCKR","(Now and Then There's) A Fool Such as I","Elvis Presley","Elvis: El Disco de Oro",2017,"day","album","2017-10-13",15,FALSE,"track",1,4,126.923,159786,"C","major","C major",0.592,0.722,0,-6.181,1,0.0405,0.908,2.26e-05,0.247,0.717,"34",1959,"Yes"
"1RsxUuB1Q5OdseLpHMBkEN","(Our Love) Don't Throw It All Away","Andy Gibb","Shadow Dancing",1978,"day","album","1978-04-04",5,FALSE,"track",1,4,142.441,250200,"F","major","F major",0.349,0.344,5,-13.206,1,0.0526,0.359,0.000129,0.603,0.228,"58",1979,"Yes"
"2v7MuIYGiVEmhUfSn17oW3","(She's) Sexy + 17","Stray Cats","Runaway Boys: A Retrospective '81 To '92",1997,"day","album","1997-01-01",17,FALSE,"track",1,4,89.411,209866,"A","major","A major",0.514,0.942,9,-4.501,1,0.053,0.0202,0,0.0569,0.865,"84",1983,"Yes"
"0nxQ8g9wFoFaRf3vhRIS4Q","(Sweet Sweet Baby) Since You've Been Gone","Aretha Franklin","Aretha Franklin: Most Soulful",2018,"day","album","2018-07-09",6,FALSE,"track",1,4,117.228,145506,"F","minor","F minor",0.702,0.583,5,-10.681,0,0.0295,0.414,0.0428,0.0748,0.924,"46",1968,"Yes"
"5TxQYLdCwKHjq6kbQE6YOi","(The Man Who Shot) Liberty Valance","Gene Pitney","Gene Pitney - The Collection",2018,"day","album","2018-06-08",2,FALSE,"track",1,4,88.014,177240,"C#","minor","C# minor",0.602,0.558,1,-10.069,0,0.0634,0.794,0,0.207,0.771,"63",1962,"Yes"
"4UitKZueKnQrDoxSvVMSKs","(There's) No Gettin' Over Me","Ronnie Milsap","The Best Of Ronnie Milsap",2019,"day","album","2019-06-28",3,FALSE,"track",1,4,200.528,199680,"C#","minor","C# minor",0.595,0.447,1,-10.342,0,0.0323,0.627,0.000586,0.3,0.787,"33",1981,"Yes"
"5PuAFxKmqG72uKyoo11zpQ","(You're) Having My Baby","Paul Anka","Anka",1974,"year","album","1974",4,FALSE,"track",1,4,75.288,156293,"C","major","C major",0.596,0.589,0,-8.747,1,0.037,0.551,0,0.0897,0.587,"28",1974,"Yes"
"4YkN3JlceD5n2aMqL1kFnH","(You Don't Know) How Glad I Am","Nancy Wilson","How Glad I Am",1964,"day","album","1964-01-01",1,FALSE,"track",1,3,208.072,157386,"F","major","F major",0.326,0.441,5,-9.117,1,0.0479,0.737,9.69e-06,0.328,0.622,"85",1964,"Yes"
"33cXgVuRqP48ISM111AEif","1 Thing","Amerie","Because I Love It",2007,"year","album","2007",14,FALSE,"track",1,5,130.851,239733,"A#","minor","A# minor",0.617,0.962,10,-3.672,0,0.298,0.125,5.51e-05,0.0268,0.845,"67",2005,"Yes"
"36Q2jPpoXts77jDz090OS8","100% Pure Love","Crystal Waters","20th Century Masters: The Millennium Collection: Best Of Crystal Waters",2001,"day","album","2001-08-14",6,FALSE,"track",1,4,120.235,277933,"F","minor","F minor",0.813,0.711,5,-7.375,0,0.0477,0.0888,0.00876,0.0585,0.737,"46",1994,"Yes"
"36Q2jPpoXts77jDz090OS8","100% Pure Love","Crystal Waters","20th Century Masters: The Millennium Collection: Best Of Crystal Waters",2001,"day","album","2001-08-14",6,FALSE,"track",1,4,120.235,277933,"F","minor","F minor",0.813,0.711,5,-7.375,0,0.0477,0.0888,0.00876,0.0585,0.737,"82",1995,"Yes"
"1AG5chiWDnqffMpMIhLwT8","16 Candles","The Crests","The Crests Sing All Biggies",2015,"day","album","2015-11-27",1,FALSE,"track",1,3,114.481,167748,"A#","major","A# major",0.563,0.45,10,-6.99,1,0.0266,0.885,0,0.255,0.584,"26",1959,"Yes"
"0qgrrDnUUhyxpxbBznUnzg","18 and Life","Skid Row","Skid Row",1989,"day","album","1989-01-24",5,FALSE,"track",1,4,90.435,229960,"C#","minor","C# minor",0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,"61",1989,"Yes"
"4oY6CUpxOmphOuVSs5jScY","19 Somethin'","Mark Wills","Live At Billy Bob's Texas",2005,"day","album","2005-06-14",16,FALSE,"track",1,4,184.084,326060,"E","major","E major",0.36,0.71,4,-12.524,1,0.0606,0.1,4.44e-06,0.884,0.523,"84",2003,"Yes"
"2H7PHVdQ3mXqEHXcvclTB0","1999","Prince","1999",1982,"day","album","1982-10-27",1,FALSE,"track",1,4,118.523,379266,"F","major","F major",0.866,0.73,5,-8.201,1,0.0767,0.137,0,0.0843,0.625,"41",1983,"Yes"
"36AWdhZIGLUTkWpJDhe7va","2 Become 1","Spice Girls","Spice",1996,"day","album","1996-01-01",3,FALSE,"track",1,4,143.966,241026,"F#","major","F# major",0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,"35",1997,"Yes"
"1ohz20hlIQjmXKhm9CQAmI","2 Step","Unk","Beat'n Down Yo Block",2006,"day","album","2006-10-03",6,TRUE,"track",1,4,77.003,195786,"B","minor","B minor",0.763,0.797,11,-2.274,0,0.0977,0.0583,0,0.299,0.645,"78",2007,"Yes"
"3IHHqmfKJHyI0obINUdg1W","21 Guns","Green Day","21st Century Breakdown",2009,"day","album","2009-05-15",16,FALSE,"track",1,4,159.072,322040,"F","major","F major",0.26,0.719,5,-4.765,1,0.0364,0.048,0,0.454,0.419,"78",2009,"Yes"
"2P5gfMtCcKP0CkmgqFMyPg","22","Taylor Swift","reputation Stadium Tour Surprise Song Playlist",2017,"day","album","2017-11-09",8,FALSE,"track",1,4,104.009,232120,"G","major","G major",0.66,0.733,7,-6.564,1,0.0379,0.00254,0.00146,0.0473,0.68,"71",2013,"Yes"
"4rZB2G955dQMcjlb7e3VNB","24/7","Kevon Edmonds","24/7",1999,"day","album","1999-10-12",3,FALSE,"track",1,4,116.047,274266,"E","major","E major",0.696,0.627,4,-5.629,1,0.0334,0.0685,0,0.0993,0.322,"92",2000,"Yes"
"6b8Be6ljOzmkOmFslEb23P","24K Magic","Bruno Mars","24K Magic",2016,"day","album","2016-11-17",1,FALSE,"track",1,4,106.97,225983,"C#","major","C# major",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,"16",2017,"Yes"
"1bdxqIHP26uYmvkDvIfSQt","25 or 6 to 4","Chicago","Live",2019,"day","album","2019-07-14",3,FALSE,"track",1,4,154.059,309533,"G","major","G major",0.288,0.548,7,-13.769,1,0.0332,0.47,0.667,0.279,0.62,"61",1970,"Yes"
"6Qb7gtV6Q4MnUjSbkFcopl","50 Ways to Leave Your Lover","Paul Simon","Still Crazy After All These Years",1975,"day","album","1975-10-25",4,FALSE,"track",1,4,101.684,217346,"G","major","G major",0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,"8",1976,"Yes"
"2NniAhAtkRACaMeYt48xlD","50 Ways to Say Goodbye","Train","California 37",2012,"day","album","2012-04-17",5,FALSE,"track",1,4,140.043,247946,"F#","major","F# major",0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,"81",2012,"Yes"
"4wjwi79mKgQXjwhPNfNcrP","7 Days","Craig David","Craig David Japan Collection",2019,"day","album","2019-01-30",13,FALSE,"track",1,4,166.012,235840,"E","minor","E minor",0.619,0.85,4,-6.233,0,0.0601,0.229,0,0.0969,0.854,"52",2002,"Yes"
"5bx56d4W7eKmOiYUrBR7Ti","7 Things","Miley Cyrus","Breakout",2008,"day","album","2008-01-01",2,FALSE,"track",1,4,107.031,213453,"C#","minor","C# minor",0.591,0.903,1,-4.478,0,0.0363,0.0223,0,0.0786,0.543,"92",2008,"Yes"
"6ptyHcWfL03bxM4tIrL0dM","7 Years","Lukas Graham","Spotify Sessions",2016,"day","album","2016-05-27",9,FALSE,"track",1,4,119.938,273091,"A#","major","A# major",0.718,0.544,10,-6.138,1,0.0426,0.543,0,0.939,0.475,"12",2016,"Yes"
"2ocrcPdeuvu30zj8m9DwBt","99 Luftballons","Nena","Leuchtturm",2000,"day","album","2000-01-01",5,FALSE,"track",1,4,97.34,298626,"E","major","E major",0.254,0.794,4,-7.698,1,0.0767,0.0149,0.00233,0.898,0.196,"28",1984,"Yes"
"1mYJJrLfWX364wSF41l3UQ","A Big Hunk o' Love","Elvis Presley","The Wonder of You & Christmas with Elvis and the Royal Philharmonic Orchestra",2017,"day","album","2017-11-24",1,FALSE,"track",1,4,92.086,141453,"C","major","C major",0.601,0.869,0,-5.928,1,0.0927,0.214,0.0184,0.145,0.796,"30",1959,"Yes"
"1lnMvhEBpJh8pmoE7WUvgw","A Boy Without a Girl","Frankie Avalon","Pop Hits, Vol. 2",2016,"day","album","2016-03-31",4,FALSE,"track",1,3,98.881,118960,"E","major","E major",0.52,0.196,4,-14.409,1,0.0266,0.889,1.01e-06,0.103,0.35,"82",1959,"Yes"
"5ykrhva9DDcTVVIzSHSJ1Z","A Horse with No Name","America","50th Anniversary: The Collection",2019,"day","album","2019-07-12",1,FALSE,"track",1,4,123.179,252239,"B","minor","B minor",0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,"27",1972,"Yes"
"4qx4cpAtkcomU7qEHCcVj7","A Hundred Pounds of Clay","Gene McDaniels","Soul Classics",2019,"day","album","2019-10-11",19,FALSE,"track",1,4,128.618,141000,"A","minor","A minor",0.664,0.378,9,-10.714,0,0.0327,0.789,0,0.155,0.855,"26",1961,"Yes"
"5w8VI1Z4pqlhTiDuIB2YXk","A Little Bit More","Dr. Hook","Collected",2016,"day","album","2016-03-18",21,FALSE,"track",1,4,180.482,192426,"G","major","G major",0.25,0.634,7,-5.615,1,0.0292,0.661,0,0.168,0.463,"46",1976,"Yes"
"11qTNElnw67C3P2hxLBr7U","A Little Bitty Tear","Burl Ives","The Wayfaring Stranger",2019,"day","album","2019-07-09",2,FALSE,"track",1,4,66.096,117413,"C","major","C major",0.645,0.153,0,-18.748,1,0.112,0.923,0.795,0.103,0.86,"46",1962,"Yes"
"39o4aMfeuhmekejZIxE3W4","A Little More Love","Olivia Newton-John","Hopelessly Devoted: The Hits",2018,"day","album","2018-06-08",5,FALSE,"track",1,4,100.22,205725,"G#","major","G# major",0.713,0.534,8,-10.607,1,0.0329,0.0648,0.0158,0.0814,0.532,"17",1979,"Yes"
"5R6ol4f8WCUCWNrB7Ymf99","A Love Bizarre","Sheila E.","Romance 1600",1985,"year","album","1985",3,FALSE,"track",1,4,113.798,736862,"C#","major","C# major",0.768,0.612,1,-13.381,1,0.0454,0.0217,0.0239,0.0513,0.878,"83",1986,"Yes"
"2t9IYNGfcaKSBKCHXZMv6h","A Love Song","Anne Murray","Duets: Friends & Legends",2008,"year","album","2008",9,FALSE,"track",1,4,135.738,187466,"C#","major","C# major",0.497,0.498,1,-7.421,1,0.0266,0.827,0.000119,0.108,0.357,"80",1974,"Yes"
"209XTfgcry9Vfz5yqa163N","A Lover's Question","Clyde McPhatter","Hypnotized",2019,"day","album","2019-09-20",27,FALSE,"track",1,4,82.685,156226,"G#","major","G# major",0.618,0.337,8,-12.155,1,0.0499,0.723,0,0.0935,0.852,"72",1959,"Yes"
"3uqinR4FCjLv28bkrTdNX5","A Milli","Lil Wayne","Tha Carter III",2008,"day","album","2008-01-01",3,TRUE,"track",1,4,151.468,221840,"F#","minor","F# minor",0.673,0.695,6,-8.636,0,0.278,0.0387,0.00206,0.194,0.774,"43",2008,"Yes"
"0Rug2TM2tF8IUWYwK4jneD","A Million to One","Jimmy Charles","A Million to One",1990,"day","album","1990-07-12",1,FALSE,"track",1,4,67.404,149733,"A#","major","A# major",0.258,0.169,10,-13.307,1,0.0331,0.416,0,0.352,0.406,"55",1960,"Yes"
"3f5wlY29TIPK76Wp6iF9YY","A Moment Like This","Kelly Clarkson","Greatest Hits - Chapter One",2012,"day","album","2012-11-19",16,FALSE,"track",1,4,73.046,228986,"G#","major","G# major",0.458,0.569,8,-3.893,1,0.0307,0.16,0,0.118,0.138,"39",2002,"Yes"
"3pi27Gt4NetgWmEMFOCjBQ","A Rose Is Still a Rose","Aretha Franklin","A Rose Is Still A Rose",1998,"day","album","1998-03-10",1,FALSE,"track",1,4,175.814,266666,"G#","minor","G# minor",0.631,0.793,8,-7.551,0,0.251,0.212,0,0.0441,0.826,"95",1998,"Yes"
"0FDzzruyVECATHXKHFs9eJ","A Sky Full of Stars","Coldplay","Ghost Stories",2014,"day","album","2014-05-19",8,FALSE,"track",1,4,124.996,268466,"F#","major","F# major",0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,"51",2014,"Yes"
"6xhLLuSVtFg4dNYEBXiOEB","A Song for Mama","Boyz II Men","Twenty",2011,"day","album","2011-10-25",17,FALSE,"track",1,4,74.986,308093,"G","major","G major",0.538,0.609,7,-6.867,1,0.0329,0.098,2.97e-06,0.108,0.103,"30",1998,"Yes"
"0tUfFTIne6JMBc03ShQAf9","A Summer Song","Chad & Jeremy","Sing for You",2013,"day","album","2013-09-06",10,FALSE,"track",1,4,123.998,156284,"A","major","A major",0.611,0.404,9,-12.548,1,0.0286,0.676,0.000295,0.231,0.617,"50",1964,"Yes"
"49Ui3VAMQ1VXQ5PWl19coW","A Swingin' Safari","Billy Vaughn","The Singing Saxophones - 50 Greatest Hits",2015,"day","album","2015-01-29",29,FALSE,"track",1,4,75.119,137920,"D#","major","D# major",0.517,0.564,3,-8.601,1,0.0332,0.651,0.938,0.0937,0.816,"83",1962,"Yes"
"4pextOBn0xoPnKf7qrDjWg","A Thousand Miles","Vanessa Carlton","Be Not Nobody",2002,"day","album","2002-04-30",3,FALSE,"track",1,4,94.933,237373,"B","major","B major",0.573,0.818,11,-4.469,1,0.0355,0.263,0,0.161,0.309,"6",2002,"Yes"
"4MbYZqKFC3XaCqer9wUTnm","A Very Special Love Song","Charlie Rich","Very Special Love Songs",1974,"year","album","1974",1,FALSE,"track",1,4,77.461,168880,"C","major","C major",0.446,0.299,0,-12.119,1,0.0266,0.911,0.237,0.104,0.287,"89",1974,"Yes"
"4RGsqFcXxaNaSk5uxgMbVM","A Well Respected Man","The Kinks","Kinda Kinks",2017,"day","album","2017-03-02",21,FALSE,"track",1,4,162.518,163466,"E","minor","E minor",0.511,0.798,4,-9.638,0,0.108,0.39,0,0.0805,0.589,"100",1966,"Yes"
"6NRJaJUS7rtm3XZNOboH4q","A Woman Needs Love (Just Like You Do)","Raydio","The Essential Ray Parker Jr & Raydio",2018,"day","album","2018-11-09",3,FALSE,"track",1,4,92.277,244133,"F#","minor","F# minor",0.76,0.465,6,-12.07,0,0.0328,0.197,2.97e-06,0.185,0.866,"16",1981,"Yes"
"6hCtA748iTPYmFsme555A5","A Wonderful Time Up There","Pat Boone","Golden Treasury Of Hymns",2006,"day","album","2006-01-01",19,FALSE,"track",2,4,147.244,165866,"A#","minor","A# minor",0.57,0.704,10,-9.342,0,0.0514,0.759,2.18e-05,0.0631,0.885,"25",1958,"Yes"
"694DB2E4eMi9F52bnh2lAs","ABC","The Jackson 5","Jackson 5 - Dell Bundle (100 Track Dell Bundle)",2009,"day","album","2009-01-01",2,FALSE,"track",1,4,93.616,176760,"G#","major","G# major",0.636,0.913,8,-4.646,1,0.0682,0.303,0,0.195,0.945,"15",1970,"Yes"
"2ZvmNSCNblLp2iYgaDeLZW","Abilene","George Hamilton IV","Abilene",2015,"day","album","2015-07-01",8,FALSE,"track",1,4,104.154,133333,"F","major","F major",0.627,0.448,5,-15.018,1,0.0287,0.44,1.59e-05,0.274,0.77,"94",1963,"Yes"
"0fnTADkpDxvjA3v0Ss5bpb","Abracadabra","Steve Miller Band","Welcome To The Vault",2019,"day","album","2019-10-11",13,FALSE,"track",3,4,127.528,307360,"A","minor","A minor",0.759,0.778,9,-5.799,0,0.0372,0.0454,3.58e-06,0.27,0.959,"9",1982,"Yes"
"1Rb2wHDDtNfLZwboO3UEQ4","Absolutely (Story of a Girl)","Nine Days","Snapshots",2016,"day","album","2016-07-08",12,FALSE,"track",1,4,97.015,190758,"G","major","G major",0.504,0.948,7,-3.285,1,0.0962,0.00458,0,0.135,0.674,"35",2000,"Yes"
"4dy8LhMGTDgotQi9FwpBBE","Achy Breaky Heart","Billy Ray Cyrus","ICON",2011,"day","album","2011-01-01",1,FALSE,"track",1,4,121.797,203773,"A","major","A major",0.773,0.747,9,-5.888,1,0.0282,0.0581,0,0.0823,0.964,"15",1992,"Yes"
"3pxCXv0NACYfYnLjFcQW5D","Addicted","Saving Abel","Saving Abel",2008,"day","album","2008-01-01",2,TRUE,"track",1,4,138.017,222826,"G","major","G major",0.512,0.865,7,-4.146,1,0.0338,0.000821,0,0.0982,0.529,"97",2008,"Yes"
"75UMH9LapF1icOhrw0utBj","Adia","Sarah McLachlan","Closer: The Best of Sarah McLachlan",2008,"day","album","2008-10-07",9,FALSE,"track",1,4,76.053,243986,"D#","major","D# major",0.526,0.415,3,-9.068,1,0.025,0.612,0,0.121,0.239,"20",1998,"Yes"
"3trS6e40JCVUOpPVt5OdHj","Adorn","Miguel","Kaleidoscope Dream",2012,"day","album","2012-10-02",1,FALSE,"track",1,4,179.063,193146,"B","minor","B minor",0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,"97",2012,"Yes"
"3trS6e40JCVUOpPVt5OdHj","Adorn","Miguel","Kaleidoscope Dream",2012,"day","album","2012-10-02",1,FALSE,"track",1,4,179.063,193146,"B","minor","B minor",0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,"84",2013,"Yes"
"69uxyAqqPIsUyTO8txoP2M","Adventure of a Lifetime","Coldplay","A Head Full of Dreams",2015,"day","album","2015-12-04",5,FALSE,"track",1,4,111.995,263786,"G","major","G major",0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,"95",2016,"Yes"
"5lHI4Np4WTcR0pq19EweVN","Affair of the Heart","Rick Springfield","Living In Oz",1983,"day","album","1983-04-01",3,FALSE,"track",1,4,128.254,273266,"A","minor","A minor",0.648,0.662,9,-15.894,0,0.0353,0.128,0.000102,0.0871,0.19,"57",1983,"Yes"
"1u0nM1MLgPgO2j9mgOriLl","After the Love Has Gone","Earth, Wind & Fire","September",2018,"day","album","2018-04-17",4,FALSE,"track",1,4,133.697,279080,"F#","major","F# major",0.422,0.458,6,-13.559,1,0.0397,0.557,0.000466,0.684,0.352,"38",1979,"Yes"
"4DGRdv7zXG90XVrepZiUTS","After the Lovin'","Engelbert Humperdinck","Engelbert Calling",2014,"day","album","2014-03-28",18,FALSE,"track",1,3,110.938,252680,"C#","major","C# major",0.409,0.497,1,-8.014,1,0.0352,0.0233,2.9e-06,0.134,0.295,"61",1977,"Yes"
"0IaMMHVbpJ0LrRAeigWOXr","Again","Janet Jackson","Janet",1993,"day","album","1993-05-18",19,FALSE,"track",1,4,130.128,227133,"C","major","C major",0.358,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,"74",1993,"Yes"
"0IaMMHVbpJ0LrRAeigWOXr","Again","Janet Jackson","Janet",1993,"day","album","1993-05-18",19,FALSE,"track",1,4,130.128,227133,"C","major","C major",0.358,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,"12",1994,"Yes"
"2r0tHfApOHKuAi4a5vfKNG","Ahab the Arab","Ray Stevens","The Very Best of Ray Stevens",2016,"day","album","2016-09-30",1,FALSE,"track",1,4,81.619,229626,"E","minor","E minor",0.499,0.649,4,-10.591,0,0.223,0.439,0,0.959,0.682,"61",1962,"Yes"
"5kVSEpbyuLIVuPM1i2KivC","Ain't 2 Proud 2 Beg","TLC","Ooooooohhh... On The TLC Tip",1992,"day","album","1992-02-25",2,FALSE,"track",1,4,104.854,336560,"A#","minor","A# minor",0.674,0.707,10,-10.799,0,0.0343,0.00265,0.00214,0.352,0.712,"36",1992,"Yes"
"1j8z4TTjJ1YOdoFEDwJTQa","Ain't It Fun","Paramore","Paramore",2013,"day","album","2013-04-05",6,FALSE,"track",1,4,104.031,296520,"A","major","A major",0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,"47",2014,"Yes"
"3LwwCSGgp8QkLsSgmx5iRf","Ain't No Mountain High Enough","Diana Ross","Diana Ross",1970,"day","album","1970-06-19",5,FALSE,"track",1,4,100.568,378426,"C","minor","C minor",0.378,0.709,0,-9.296,0,0.0351,0.252,9.86e-05,0.167,0.57,"6",1970,"Yes"
"77dgyxbuL53WfkLZU3fk3o","Ain't No Other Man","Christina Aguilera","Keeps Gettin' Better: A Decade of Hits",2008,"day","album","2008-11-12",8,FALSE,"track",1,4,127.953,228626,"G","major","G major",0.856,0.721,7,-5.585,1,0.205,0.00341,0.00561,0.133,0.501,"32",2006,"Yes"
"4Ymk3pqpkGx19gyxxUj5LK","Ain't No Stoppin' Us Now","McFadden & Whitehead","McFadden & Whitehead",1979,"year","album","1979",1,FALSE,"track",1,4,114.095,420986,"C#","major","C# major",0.678,0.688,1,-7.831,1,0.0543,0.0605,0,0.0671,0.888,"65",1979,"Yes"
"1k1Bqnv2R0uJXQN4u6LKYt","Ain't No Sunshine","Bill Withers","Just As I Am",1971,"day","album","1971-05-01",2,FALSE,"track",1,4,79.593,125093,"E","minor","E minor",0.479,0.416,4,-11.451,0,0.124,0.457,1.72e-05,0.118,0.514,"23",1971,"Yes"
"6awY4iZPdJWHE1fmB00iWH","Al di là","Emilio Pericoli","Emilio Pericoli: Rarity Collection",2013,"day","album","2013-12-09",1,FALSE,"track",1,3,87.479,127245,"B","major","B major",0.394,0.314,11,-13.749,1,0.0299,0.834,0,0.108,0.39,"48",1962,"Yes"
"0RsTUK89eNgV2YXg37BeJQ","Alejandro","Lady Gaga","The Fame Monster",2009,"day","album","2009-11-18",2,FALSE,"track",1,4,98.998,274213,"B","minor","B minor",0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,"33",2010,"Yes"
"3YCiN2z8E4ZgqaAPv4A85j","Alfie","Dionne Warwick","The Complete Scepter and Warner Albums",2019,"day","album","2019-10-25",70,FALSE,"track",1,5,136.169,167413,"G","minor","G minor",0.324,0.178,7,-13.589,0,0.0324,0.941,7.23e-05,0.261,0.178,"44",1967,"Yes"
"0UypfygAG1rfS1LmfakXtg","All 4 Love","Color Me Badd","I Wanna Sex You Up",2018,"day","album","2018-05-12",4,FALSE,"track",1,4,106.389,211493,"D","major","D major",0.807,0.75,2,-8.29,1,0.0315,0.0347,0.00017,0.149,0.797,"9",1992,"Yes"
"4UFfkQj7bkQmqO9GF52rTq","All About That Bass","Meghan Trainor","Title",2015,"day","album","2015-03-04",2,TRUE,"track",1,4,134.075,187866,"A","major","A major",0.811,0.871,9,-3.699,1,0.0503,0.0459,4.42e-06,0.121,0.964,"8",2014,"Yes"
"4UFfkQj7bkQmqO9GF52rTq","All About That Bass","Meghan Trainor","Title",2015,"day","album","2015-03-04",2,TRUE,"track",1,4,134.075,187866,"A","major","A major",0.811,0.871,9,-3.699,1,0.0503,0.0459,4.42e-06,0.121,0.964,"28",2015,"Yes"
"3Q5T5RUW6puVtuavEVqKWH","All Around the World","Lisa Stansfield","Live in Manchester",2015,"day","album","2015-08-28",22,FALSE,"track",1,4,201.578,315453,"E","minor","E minor",0.283,0.828,4,-8.034,0,0.492,0.0344,2.28e-05,0.984,0.23,"21",1990,"Yes"
"78JmElAFmrPNhLjovDR9Jm","All Day and All of the Night","The Kinks","Kinks",1964,"day","album","1964-10-02",19,FALSE,"track",1,4,136.921,141506,"G","major","G major",0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,"62",1965,"Yes"
"5mgKBsby9XWPPfH0h3EJWd","All for You","Sister Hazel","Sister Hazel",1994,"day","album","1994-01-01",3,FALSE,"track",1,4,135.308,203440,"A","major","A major",0.607,0.441,9,-8.092,1,0.033,0.889,0,0.329,0.712,"36",1997,"Yes"
"5mgKBsby9XWPPfH0h3EJWd","All for You","Sister Hazel","Sister Hazel",1994,"day","album","1994-01-01",3,FALSE,"track",1,4,135.308,203440,"A","major","A major",0.607,0.441,9,-8.092,1,0.033,0.889,0,0.329,0.712,"76",1998,"Yes"
